gene_id,chrom,pos,gene_name
ENSG00000185519.9,chr1,16065710,FAM131C
ENSG00000142627.13,chr1,16140203,EPHA2
ENSG00000227959.1,chr1,16156270,AL451042.2
ENSG00000224621.1,chr1,16160574,AL451042.1
ENSG00000234166.1,chr1,16198106,ARHGEF19-AS1
ENSG00000142632.17,chr1,16205253,ARHGEF19
ENSG00000237276.8,chr1,16221968,ANO7L1
ENSG00000288398.1,chr1,16230004,AL109627.1
ENSG00000132881.12,chr1,16234438,CPLANE2
ENSG00000233929.1,chr1,16241306,MT1XP1
ENSG00000037637.11,chr1,16299660,FBXO42
ENSG00000226457.1,chr1,16369340,RPL22P3
ENSG00000055070.17,chr1,16375360,SZRD1
ENSG00000187144.11,chr1,16412270,SPATA21
ENSG00000157191.20,chr1,16450400,NECAP2
ENSG00000226029.1,chr1,16464714,LINC01772
ENSG00000080947.15,chr1,16483346,CROCCP3
ENSG00000206652.1,chr1,16514204,RNU1-1
ENSG00000261135.1,chr1,16515200,AL137802.2
ENSG00000285853.1,chr1,16518411,AL137802.3
ENSG00000224174.2,chr1,16521245,AL137802.1
ENSG00000277344.1,chr1,16534152,RNU1-6P
ENSG00000233421.4,chr1,16535029,LINC01783
ENSG00000225710.1,chr1,16550591,PDE4DIPP8
ENSG00000219481.10,chr1,16587940,NBPF1
ENSG00000271732.1,chr1,16617560,AL137798.1
ENSG00000215908.10,chr1,16637742,CROCCP2
ENSG00000283773.1,chr1,16642938,AL137798.3
ENSG00000186301.8,chr1,16647956,MST1P2
ENSG00000282143.1,chr1,16662202,AL137798.2
ENSG00000207513.1,chr1,16666866,RNU1-3
ENSG00000280114.1,chr1,16684923,AL021920.2
ENSG00000236698.1,chr1,16685838,EIF1AXP1
ENSG00000279151.1,chr1,16703570,AL021920.1
ENSG00000268869.6,chr1,16703748,ESPNP
ENSG00000207389.1,chr1,16740598,RNU1-4
ENSG00000282740.1,chr1,16745264,AL021920.3
ENSG00000227684.2,chr1,16745624,CROCCP4
ENSG00000186715.11,chr1,16762574,MST1L
ENSG00000223643.6,chr1,16852193,BX284668.1
ENSG00000058453.17,chr1,16856618,CROCC
ENSG00000230239.1,chr1,16857346,PDE4DIPP9
ENSG00000263811.1,chr1,16858985,MIR3675
ENSG00000277234.1,chr1,16873780,RNU1-5P
ENSG00000228549.4,chr1,16877302,BX284668.2
ENSG00000238142.2,chr1,16888642,BX284668.4
ENSG00000235241.1,chr1,16889348,BX284668.3
ENSG00000207005.1,chr1,16896062,RNU1-2
ENSG00000272426.1,chr1,16904558,BX284668.5
ENSG00000286898.1,chr1,16977047,AL049569.2
ENSG00000117122.14,chr1,16977567,MFAP2
ENSG00000226526.1,chr1,16992008,AL049569.1
ENSG00000159363.19,chr1,16998943,ATP13A2
ENSG00000288636.1,chr1,17008412,AL049569.3
ENSG00000117118.10,chr1,17036377,SDHB
ENSG00000117115.13,chr1,17093106,PADI2
ENSG00000204362.6,chr1,17193700,LINC02783
ENSG00000282843.1,chr1,17197482,AL590644.1
ENSG00000142623.11,chr1,17225568,PADI1
ENSG00000142619.4,chr1,17266666,PADI3
ENSG00000266634.1,chr1,17277932,MIR3972
ENSG00000159339.13,chr1,17336100,PADI4
ENSG00000276747.1,chr1,17386948,PADI6
ENSG00000227751.1,chr1,17407071,RCC2-AS1
ENSG00000179051.14,chr1,17423218,RCC2
ENSG00000074964.17,chr1,17618786,ARHGEF10L
ENSG00000236648.2,chr1,17733802,LINC02810
ENSG00000117148.8,chr1,17791198,ACTL8
ENSG00000284653.1,chr1,18030662,AL357509.1
ENSG00000261781.1,chr1,18070034,LINC01654
ENSG00000280222.1,chr1,18112625,AL365209.1
ENSG00000230035.2,chr1,18173138,IGSF21-AS1
ENSG00000117154.12,chr1,18243140,IGSF21
ENSG00000225387.1,chr1,18387172,AL591896.1
ENSG00000179023.9,chr1,18483452,KLHDC7A
ENSG00000235282.3,chr1,18513250,DYNLL1P3
ENSG00000225478.2,chr1,18595525,AL031737.1
ENSG00000009709.12,chr1,18689856,PAX7
ENSG00000179002.5,chr1,18849640,TAS1R2
ENSG00000265606.1,chr1,18883238,MIR4695
ENSG00000159423.17,chr1,18887077,ALDH4A1
ENSG00000221662.1,chr1,18897110,MIR1290
ENSG00000169991.11,chr1,18930478,IFFO2
ENSG00000272084.1,chr1,19073810,AL137127.1
ENSG00000127481.15,chr1,19142388,UBR4
ENSG00000230424.1,chr1,19225602,EMC1-AS1
ENSG00000127463.15,chr1,19233594,EMC1
ENSG00000053372.5,chr1,19255966,MRTO4
ENSG00000286064.1,chr1,19261414,AL035413.2
ENSG00000211454.15,chr1,19270088,AKR7L
ENSG00000162482.5,chr1,19285672,AKR7A3
ENSG00000270728.1,chr1,19297492,AL035413.1
ENSG00000200403.1,chr1,19305129,RNU6-1099P
ENSG00000053371.13,chr1,19308054,AKR7A2
ENSG00000040487.13,chr1,19320813,SLC66A1
ENSG00000077549.19,chr1,19412157,CAPZB
ENSG00000240490.3,chr1,19424528,RN7SL277P
ENSG00000201609.1,chr1,19510663,RNU4-28P
ENSG00000173436.15,chr1,19557112,MICOS10
ENSG00000235185.1,chr1,19594317,AL031727.2
ENSG00000226396.1,chr1,19608341,AL031727.1
ENSG00000270136.6,chr1,19626997,MICOS10-NBL1
ENSG00000158747.15,chr1,19627718,NBL1
ENSG00000158748.4,chr1,19672920,HTR6
ENSG00000162542.14,chr1,19741092,TMCO4
ENSG00000178828.7,chr1,19814656,RNF186
ENSG00000235434.1,chr1,19816934,AL391883.1
ENSG00000169914.6,chr1,19897670,OTUD3
ENSG00000188784.4,chr1,19921813,PLA2G2E
ENSG00000242688.3,chr1,19971119,RN7SL304P
ENSG00000188257.12,chr1,19977924,PLA2G2A
ENSG00000127472.11,chr1,20060045,PLA2G5
ENSG00000117215.15,chr1,20115752,PLA2G2D
ENSG00000158786.5,chr1,20144852,PLA2G2F
ENSG00000227066.2,chr1,20157370,Z98257.1
ENSG00000187980.7,chr1,20173886,PLA2G2C
ENSG00000162543.6,chr1,20191073,UBXN10
ENSG00000228105.2,chr1,20243880,LINC01757
ENSG00000284710.1,chr1,20273512,Z98257.2
ENSG00000226664.1,chr1,20308699,AL020998.1
ENSG00000158816.15,chr1,20322906,VWA5B1
ENSG00000236963.7,chr1,20395906,LINC01141
ENSG00000226487.1,chr1,20412778,AL139254.1
ENSG00000284641.1,chr1,20477580,AL139254.2
ENSG00000284743.1,chr1,20479588,AL139254.3
ENSG00000162545.6,chr1,20484300,CAMK2N1
ENSG00000090432.7,chr1,20503800,MUL1
ENSG00000215520.3,chr1,20526370,RPS4XP4
ENSG00000183114.8,chr1,20553796,FAM43B
ENSG00000158825.6,chr1,20603994,CDA
ENSG00000284005.1,chr1,20633734,MIR6084
ENSG00000158828.8,chr1,20642484,PINK1
ENSG00000117242.7,chr1,20647425,PINK1-AS
ENSG00000244038.11,chr1,20656656,DDOST
ENSG00000117245.13,chr1,20691016,KIF17
ENSG00000235432.1,chr1,20693374,AL663074.2
ENSG00000189410.12,chr1,20726284,SH2D5
ENSG00000233069.1,chr1,20733416,AL663074.1
ENSG00000127483.19,chr1,20763794,HP1BP3
ENSG00000251914.1,chr1,20841272,RNU7-200P
ENSG00000221808.1,chr1,20988373,MIR1256
ENSG00000075151.22,chr1,20991590,EIF4G3
ENSG00000233072.1,chr1,21003742,RPS15AP6
ENSG00000236073.2,chr1,21073696,AL627311.1
ENSG00000235112.1,chr1,21161778,HSPE1P27
ENSG00000287192.1,chr1,21177609,AL031005.2
ENSG00000236936.1,chr1,21266666,AL031005.1
ENSG00000117298.16,chr1,21281410,ECE1
ENSG00000231105.2,chr1,21296582,ECE1-AS1
ENSG00000236216.5,chr1,21398174,PPP1R11P1
ENSG00000228823.1,chr1,21412376,PDE4DIPP10
ENSG00000236009.1,chr1,21416695,AL592309.1
ENSG00000227001.3,chr1,21426296,NBPF2P
ENSG00000187952.9,chr1,21428920,HS6ST1P1
ENSG00000186543.7,chr1,21435938,CROCCP5
ENSG00000176378.8,chr1,21459919,PFN1P10
ENSG00000142794.19,chr1,21462566,NBPF3
ENSG00000162551.14,chr1,21543904,ALPL
ENSG00000233431.1,chr1,21588830,LINC02596
ENSG00000076864.19,chr1,21632789,RAP1GAP
ENSG00000090686.16,chr1,21730952,USP48
ENSG00000231978.2,chr1,21768422,AL590103.1
ENSG00000187942.12,chr1,21818745,LDLRAD2
ENSG00000142798.20,chr1,21879777,HSPG2
ENSG00000232037.3,chr1,21908339,AL590556.1
ENSG00000283234.1,chr1,21953775,AL590556.2
ENSG00000273610.1,chr1,21987629,RN7SL386P
ENSG00000219073.8,chr1,21987832,CELA3B
ENSG00000201919.1,chr1,21987868,RNU6-1022P
ENSG00000142789.20,chr1,22007100,CELA3A
ENSG00000285959.1,chr1,22007112,AL590556.3
ENSG00000278124.1,chr1,22010798,RN7SL186P
ENSG00000201273.1,chr1,22011036,RNU6-776P
ENSG00000228397.3,chr1,22025019,LINC01635
ENSG00000218510.8,chr1,22027890,LINC00339
ENSG00000285794.1,chr1,22030638,AL031281.1
ENSG00000285752.1,chr1,22040622,CDC42-AS1
ENSG00000230068.2,chr1,22061698,CDC42-IT1
ENSG00000070831.17,chr1,22063436,CDC42
ENSG00000271428.1,chr1,22068584,MPHOSPH6P1
ENSG00000162552.15,chr1,22130641,WNT4
ENSG00000285873.1,chr1,22150126,AL445253.1
ENSG00000266564.1,chr1,22266270,MIR4418
ENSG00000234397.3,chr1,22323086,PPIAP34
ENSG00000279625.1,chr1,22365556,AL591122.1
ENSG00000184677.18,chr1,22479998,ZBTB40
ENSG00000237200.1,chr1,22518591,ZBTB40-IT1
ENSG00000070886.12,chr1,22583542,EPHA8
ENSG00000276835.2,chr1,22633312,MIR6127
ENSG00000173372.17,chr1,22638153,C1QA
ENSG00000159189.12,chr1,22645872,C1QC
ENSG00000173369.17,chr1,22657200,C1QB
ENSG00000265422.1,chr1,22719558,MIR4684
ENSG00000133216.17,chr1,22816170,EPHB2
ENSG00000225952.1,chr1,22836281,AL512444.1
ENSG00000264014.1,chr1,22863192,MIR4253
ENSG00000215906.8,chr1,22959190,LACTBL1
ENSG00000227868.6,chr1,23013343,TEX46
ENSG00000263793.1,chr1,23044338,MIR3115
ENSG00000004487.17,chr1,23051566,KDM1A
ENSG00000240553.1,chr1,23054102,AL031428.1
ENSG00000266802.1,chr1,23057896,AL031428.2
ENSG00000169641.13,chr1,23130916,LUZP1
ENSG00000229010.1,chr1,23140734,AL161672.1
ENSG00000206935.1,chr1,23162757,RNU6-514P
ENSG00000252578.1,chr1,23164003,RNU6-135P
ENSG00000179546.4,chr1,23193312,HTR1D
ENSG00000215381.3,chr1,23244994,AL109936.1
ENSG00000261326.4,chr1,23284398,LINC01355
ENSG00000284726.1,chr1,23300332,AL109936.6
ENSG00000125944.21,chr1,23324054,HNRNPR
ENSG00000125945.15,chr1,23364642,ZNF436
ENSG00000201405.1,chr1,23370300,Y_RNA
ENSG00000249087.7,chr1,23370418,ZNF436-AS1
ENSG00000271420.1,chr1,23378704,AL109936.2
ENSG00000204219.11,chr1,23402828,TCEA3
ENSG00000232482.2,chr1,23411489,AL357134.1
ENSG00000088280.19,chr1,23456566,ASAP3
ENSG00000007968.7,chr1,23518836,E2F2
ENSG00000235052.1,chr1,23550027,AL021154.1
ENSG00000117318.9,chr1,23558714,ID3
ENSG00000285802.1,chr1,23585028,AL450043.1
ENSG00000197880.9,chr1,23611032,MDS2
ENSG00000229239.2,chr1,23675276,AL451000.1
ENSG00000142676.14,chr1,23694288,RPL11
ENSG00000236810.6,chr1,23742598,ELOA-AS1
ENSG00000011007.12,chr1,23752607,ELOA
ENSG00000057757.10,chr1,23783325,PITHD1
ENSG00000011009.11,chr1,23793342,LYPLA2
ENSG00000117308.15,chr1,23798190,GALE
ENSG00000117305.15,chr1,23820252,HMGCL
ENSG00000179163.12,chr1,23856684,FUCA1
ENSG00000188822.8,chr1,23891938,CNR2
ENSG00000229106.1,chr1,23902104,BTBD6P1
ENSG00000232557.3,chr1,23907498,AL590609.2
ENSG00000264926.1,chr1,23929108,MIR378F
ENSG00000230228.2,chr1,23949200,H3P1
ENSG00000189266.13,chr1,23960150,PNRC2
ENSG00000188529.15,chr1,23972637,SRSF10
ENSG00000215905.4,chr1,24008200,AL590609.1
ENSG00000225315.2,chr1,24063817,AL591178.1
ENSG00000230703.1,chr1,24075170,MYOM3-AS1
ENSG00000142661.19,chr1,24084085,MYOM3
ENSG00000142677.4,chr1,24131456,IL22RA1
ENSG00000185436.12,chr1,24171064,IFNLR1
ENSG00000230023.2,chr1,24205966,LINC02800
ENSG00000232298.2,chr1,24314728,GRHL3-AS1
ENSG00000158055.16,chr1,24341920,GRHL3
ENSG00000001460.18,chr1,24386966,STPG1
ENSG00000001461.17,chr1,24444389,NIPAL3
ENSG00000286061.1,chr1,24515827,RCAN3AS
ENSG00000117602.13,chr1,24521696,RCAN3
ENSG00000264443.1,chr1,24547413,NCMAP-DT
ENSG00000227312.2,chr1,24563800,AL445686.1
ENSG00000184454.7,chr1,24582708,NCMAP
ENSG00000239106.1,chr1,24625462,Y_RNA
ENSG00000133226.17,chr1,24652498,SRRM1
ENSG00000284699.1,chr1,24711245,AL445648.1
ENSG00000238482.1,chr1,24777926,RNU6-1208P
ENSG00000169504.15,chr1,24794852,CLIC4
ENSG00000278034.1,chr1,24919380,MIR6731
ENSG00000020633.19,chr1,24932316,RUNX3
ENSG00000229162.1,chr1,24962221,RUNX3-AS1
ENSG00000261025.1,chr1,24969644,AL445471.1
ENSG00000264371.1,chr1,25023544,MIR4425
ENSG00000285823.1,chr1,25044270,LINC02793
ENSG00000233755.1,chr1,25078414,AL050344.1
ENSG00000233419.3,chr1,25125254,IFITM3P7
ENSG00000231953.2,chr1,25208788,AL031432.1
ENSG00000117614.10,chr1,25227389,SYF2
ENSG00000284602.1,chr1,25233680,AL031432.4
ENSG00000284657.1,chr1,25239874,AL031432.5
ENSG00000272432.1,chr1,25248079,AL031432.3
ENSG00000261349.1,chr1,25266619,AL031432.2
ENSG00000117616.18,chr1,25290231,RSRP1
ENSG00000224183.1,chr1,25294404,SDHDP6
ENSG00000187010.21,chr1,25301419,RHD
ENSG00000259984.1,chr1,25336947,AL928711.1
ENSG00000183726.11,chr1,25350339,TMEM50A
ENSG00000188672.19,chr1,25396220,RHCE
ENSG00000238084.4,chr1,25398960,AL031284.1
ENSG00000204178.11,chr1,25465534,MACO1
ENSG00000157978.12,chr1,25556246,LDLRAP1
ENSG00000225643.1,chr1,25585917,AL606491.1
ENSG00000233478.1,chr1,25651828,AL031280.1
ENSG00000117643.15,chr1,25701498,MAN1C1
ENSG00000162430.17,chr1,25809198,SELENON
ENSG00000255054.3,chr1,25817607,AL020996.2
ENSG00000228172.5,chr1,25818773,AL020996.1
ENSG00000117640.18,chr1,25825791,MTFR1L
ENSG00000272478.1,chr1,25832024,AL020996.3
ENSG00000127423.11,chr1,25845686,AUNIP
ENSG00000236528.1,chr1,25861516,AL033528.2
ENSG00000182749.6,chr1,25868596,PAQR7
ENSG00000207302.1,chr1,25877550,Y_RNA
ENSG00000229786.1,chr1,25887485,SNRPFP2
ENSG00000223624.1,chr1,25889040,AL033528.1
ENSG00000117632.23,chr1,25895586,STMN1
ENSG00000283938.1,chr1,25906408,MIR3917
ENSG00000207237.1,chr1,25964248,RNU6-110P
ENSG00000158006.14,chr1,25978942,PAFAH2
ENSG00000252190.1,chr1,26006068,AL592064.1
ENSG00000252691.1,chr1,26006258,AL592064.2
ENSG00000158008.10,chr1,26028174,EXTL1
ENSG00000158014.15,chr1,26041685,SLC30A2
ENSG00000284309.1,chr1,26047882,AL391650.2
ENSG00000158022.7,chr1,26059868,TRIM63
ENSG00000175087.10,chr1,26118360,PDIK1L
ENSG00000197245.6,chr1,26161520,FAM110D
ENSG00000282872.2,chr1,26166532,C1orf232
ENSG00000142684.9,chr1,26170390,ZNF593
ENSG00000236782.7,chr1,26170674,AL391650.1
ENSG00000142675.18,chr1,26183684,CNKSR1
ENSG00000188782.9,chr1,26196764,CATSPER4
ENSG00000278572.1,chr1,26219528,AL355877.2
ENSG00000236155.6,chr1,26219790,ZPLD2P
ENSG00000130695.16,chr1,26256504,CEP85
ENSG00000270733.1,chr1,26263220,AL355877.1
ENSG00000142669.15,chr1,26280804,SH3BGRL3
ENSG00000158062.20,chr1,26299846,UBXN11
ENSG00000169442.9,chr1,26319240,CD52
ENSG00000225854.2,chr1,26326860,AL451139.1
ENSG00000176092.17,chr1,26340889,CRYBG2
ENSG00000176083.18,chr1,26368078,ZNF683
ENSG00000131914.11,chr1,26420272,LIN28A
ENSG00000117682.17,chr1,26451794,DHDDS
ENSG00000223583.1,chr1,26454920,AL513365.1
ENSG00000225891.2,chr1,26465385,DHDDS-AS1
ENSG00000198830.11,chr1,26474541,HMGN2
ENSG00000224129.1,chr1,26519802,DPPA2P2
ENSG00000117676.14,chr1,26552396,RPS6KA1
ENSG00000238705.1,chr1,26554568,MIR1976
ENSG00000243905.3,chr1,26593394,RN7SL679P
ENSG00000252802.1,chr1,26593990,Y_RNA
ENSG00000252429.2,chr1,26602400,RNU7-29P
ENSG00000229247.2,chr1,26640496,AL627313.1
ENSG00000238316.1,chr1,26642338,AL627082.2
ENSG00000235069.2,chr1,26647564,AL627082.1
ENSG00000260063.1,chr1,26693132,AL512408.1
ENSG00000117713.20,chr1,26737670,ARID1A
ENSG00000060642.11,chr1,26793856,PIGV
ENSG00000241188.3,chr1,26814967,RN7SL165P
ENSG00000287810.1,chr1,26817388,AL034380.2
ENSG00000204160.12,chr1,26842146,ZDHHC18
ENSG00000175793.12,chr1,26863802,SFN
ENSG00000226698.1,chr1,26877189,AL034380.1
ENSG00000142751.15,chr1,26883208,GPN2
ENSG00000198746.13,chr1,26895478,GPATCH3
ENSG00000131910.5,chr1,26912732,NR0B2
ENSG00000090273.14,chr1,26923554,NUDC
ENSG00000175707.9,chr1,26955015,KDF1
ENSG00000172746.6,chr1,26980570,RPL12P13
ENSG00000224064.1,chr1,26983826,RPL32P6
ENSG00000225294.1,chr1,26986118,OSTCP2
ENSG00000253368.4,chr1,26997289,TRNP1
ENSG00000158246.8,chr1,27008935,TENT5B
ENSG00000090020.11,chr1,27132895,SLC9A1
ENSG00000229985.2,chr1,27177014,AL590640.2
ENSG00000214973.3,chr1,27201154,CHCHD3P3
ENSG00000225159.1,chr1,27207363,NPM1P39
ENSG00000225990.2,chr1,27211374,SNRPEP7
ENSG00000224311.1,chr1,27231729,AL590640.1
ENSG00000252098.1,chr1,27255516,Y_RNA
ENSG00000142784.16,chr1,27271634,WDTC1
ENSG00000243659.1,chr1,27311539,FO393419.3
ENSG00000206888.1,chr1,27325272,RNU6-48P
ENSG00000241547.1,chr1,27325562,ACTG1P20
ENSG00000186501.15,chr1,27329272,TMEM222
ENSG00000142765.18,chr1,27347978,SYTL1
ENSG00000142733.17,chr1,27360514,MAP3K6
ENSG00000142748.13,chr1,27371967,FCN3
ENSG00000174950.11,chr1,27381254,CD164L2
ENSG00000231207.1,chr1,27389806,FO393419.1
ENSG00000181773.7,chr1,27394218,GPR3
ENSG00000158195.11,chr1,27447198,WASF2
ENSG00000241169.1,chr1,27458390,FO393419.2
ENSG00000237429.1,chr1,27528183,BX293535.1
ENSG00000126705.15,chr1,27569233,AHDC1
ENSG00000000938.13,chr1,27623624,FGR
ENSG00000235912.1,chr1,27649514,AL031729.1
ENSG00000233975.2,chr1,27663304,LINC02574
ENSG00000126709.16,chr1,27669138,IFI6
ENSG00000206767.1,chr1,27675656,RNU6-949P
ENSG00000225886.3,chr1,27686266,AL445490.1
ENSG00000226662.2,chr1,27687140,CHMP1AP1
ENSG00000207095.1,chr1,27693783,RNU6-424P
ENSG00000287244.1,chr1,27725289,AL020997.5
ENSG00000231344.1,chr1,27739265,AL020997.1
ENSG00000230833.1,chr1,27740292,RPEP3
ENSG00000009780.16,chr1,27744538,FAM76A
ENSG00000269971.1,chr1,27773950,AL020997.2
ENSG00000117758.14,chr1,27798831,STX12
ENSG00000270031.1,chr1,27820162,AL020997.3
ENSG00000223062.1,chr1,27824590,RNU6-1245P
ENSG00000286433.1,chr1,27829510,AL020997.4
ENSG00000252947.1,chr1,27834484,SCARNA1
ENSG00000117751.18,chr1,27841229,PPP1R8
ENSG00000130775.16,chr1,27879614,THEMIS2
ENSG00000117748.10,chr1,27903135,RPA2
ENSG00000130768.15,chr1,27947078,SMPDL3B
ENSG00000227050.1,chr1,27949534,AL512288.1
ENSG00000158156.9,chr1,27963840,XKR8
ENSG00000238231.2,chr1,27990341,AL512288.2
ENSG00000158161.16,chr1,28029490,EYA3
ENSG00000240750.3,chr1,28032032,RN7SL559P
ENSG00000228589.3,chr1,28096082,SPCS2P4
ENSG00000228943.1,chr1,28110018,AL137792.2
ENSG00000214812.3,chr1,28120885,AL137792.1
ENSG00000253005.1,chr1,28142789,RNU6-176P
ENSG00000169403.12,chr1,28170551,PTAFR
ENSG00000126698.11,chr1,28216242,DNAJC8
ENSG00000270605.1,chr1,28240481,AL353622.1
ENSG00000130770.18,chr1,28241508,ATP5IF1
ENSG00000271398.1,chr1,28247356,AL353622.2
ENSG00000130766.5,chr1,28271004,SESN2
ENSG00000130772.14,chr1,28332484,MED18
ENSG00000206779.1,chr1,28422605,Y_RNA
ENSG00000204138.13,chr1,28434973,PHACTR4
ENSG00000229820.2,chr1,28453738,CR391992.1
ENSG00000221216.1,chr1,28481421,RNU6ATAC27P
ENSG00000274266.1,chr1,28507468,SNORA73A
ENSG00000242125.3,chr1,28508436,SNHG3
ENSG00000200087.1,chr1,28508660,SNORA73B
ENSG00000180198.16,chr1,28522622,RCC1
ENSG00000231468.2,chr1,28526772,PRDX3P2
ENSG00000279443.1,chr1,28545501,AL513497.1
ENSG00000180098.9,chr1,28565815,TRNAU1AP
ENSG00000221539.1,chr1,28578786,SNORD99
ENSG00000278274.1,chr1,28579828,SNORA61
ENSG00000273544.1,chr1,28580446,SNORA44
ENSG00000197989.14,chr1,28580835,SNHG12
ENSG00000280498.1,chr1,28580987,SNORA16A
ENSG00000274582.1,chr1,28580988,SNORA16A
ENSG00000188060.8,chr1,28593824,RAB42
ENSG00000120656.12,chr1,28616204,TAF12
ENSG00000229388.1,chr1,28645904,LINC01715
ENSG00000270103.3,chr1,28648665,AL360012.1
ENSG00000274978.1,chr1,28648666,RNU11
ENSG00000252777.1,chr1,28689730,AL645729.1
ENSG00000162419.13,chr1,28694066,GMEB1
ENSG00000198492.16,chr1,28753198,YTHDF2
ENSG00000116329.11,chr1,28841704,OPRD1
ENSG00000233427.1,chr1,28873910,AL009181.1
ENSG00000199756.1,chr1,28881780,Y_RNA
ENSG00000225616.2,chr1,28982443,AL138785.1
ENSG00000206704.1,chr1,28985760,Y_RNA
ENSG00000159023.22,chr1,29003568,EPB41
ENSG00000277958.1,chr1,29041340,Metazoa_SRP
ENSG00000253304.2,chr1,29121666,TMEM200B
ENSG00000225750.1,chr1,29145744,AL357500.1
ENSG00000116350.17,chr1,29164822,SRSF4
ENSG00000277916.1,chr1,29171369,AL357500.2
ENSG00000116353.16,chr1,29211800,MECR
ENSG00000237934.1,chr1,29224374,AL590729.1
ENSG00000060656.20,chr1,29281664,PTPRU
ENSG00000230523.1,chr1,29339867,LINC01756
ENSG00000225011.4,chr1,29492543,AL671862.1
ENSG00000228176.1,chr1,29709199,AC092265.1
ENSG00000284676.1,chr1,29772886,AL645944.2
ENSG00000270927.1,chr1,29905111,AL645944.1
ENSG00000233399.2,chr1,30025782,LINC01648
ENSG00000233372.1,chr1,30140935,AL137076.1
ENSG00000231251.1,chr1,30226569,AL021921.1
ENSG00000236335.1,chr1,30410599,AL161638.2
ENSG00000231949.1,chr1,30418466,AL161638.1
ENSG00000162510.6,chr1,30717431,MATN1
ENSG00000186056.10,chr1,30722666,MATN1-AS1
ENSG00000287510.1,chr1,30732560,AL137857.1
ENSG00000264773.1,chr1,30739194,MIR4420
ENSG00000162511.8,chr1,30745122,LAPTM5
ENSG00000229607.1,chr1,30812966,AL137027.1
ENSG00000223382.5,chr1,30829540,LINC01778
ENSG00000222784.1,chr1,30843966,RN7SKP91
ENSG00000235143.1,chr1,30859206,AL445235.1
ENSG00000162512.16,chr1,30889112,SDC3
ENSG00000266210.2,chr1,30918602,RN7SL371P
ENSG00000134644.16,chr1,30998748,PUM1
ENSG00000237329.2,chr1,31036987,AL356320.2
ENSG00000232768.1,chr1,31050953,AL356320.1
ENSG00000215900.4,chr1,31095272,SELENOWP1
ENSG00000225142.2,chr1,31108406,AC114495.1
ENSG00000084628.10,chr1,31209816,NKAIN1
ENSG00000229447.2,chr1,31263463,AC114495.2
ENSG00000060688.13,chr1,31278178,SNRNP40
ENSG00000121766.16,chr1,31330968,ZCCHC17
ENSG00000229044.1,chr1,31339933,AL451070.1
ENSG00000121769.8,chr1,31371052,FABP3
ENSG00000168528.12,chr1,31422122,SERINC2
ENSG00000215899.3,chr1,31488260,AC209007.1
ENSG00000206981.1,chr1,31497630,RNU6-40P
ENSG00000265961.1,chr1,31503688,Y_RNA
ENSG00000260386.6,chr1,31504866,LDC1P
ENSG00000284543.1,chr1,31544766,LINC01226
ENSG00000229167.2,chr1,31574742,AC114488.1
ENSG00000142910.16,chr1,31582086,TINAGL1
ENSG00000121764.11,chr1,31625102,HCRTR1
ENSG00000162517.13,chr1,31637381,PEF1
ENSG00000264078.1,chr1,31647032,AC114488.2
ENSG00000235790.7,chr1,31652106,PEF1-AS1
ENSG00000084636.18,chr1,31678291,COL16A1
ENSG00000121753.13,chr1,31746005,ADGRB2
ENSG00000266580.1,chr1,31758698,MIR4254
ENSG00000254545.1,chr1,31790226,AL354919.2
ENSG00000134668.12,chr1,31803236,SPOCD1
ENSG00000203620.2,chr1,31848794,AL354919.1
ENSG00000269967.1,chr1,31886877,AL136115.2
ENSG00000288678.1,chr1,31919596,AL136115.4
ENSG00000184007.22,chr1,31925638,PTP4A2
ENSG00000228634.1,chr1,31933498,AL136115.1
ENSG00000284702.1,chr1,31979612,AL136115.3
ENSG00000121774.18,chr1,32037359,KHDRBS1
ENSG00000203325.3,chr1,32062882,AL445248.1
ENSG00000266203.1,chr1,32086978,MIR5585
ENSG00000121775.18,chr1,32087448,TMEM39B
ENSG00000276493.1,chr1,32087668,Metazoa_SRP
ENSG00000025800.14,chr1,32142310,KPNA6
ENSG00000250135.1,chr1,32173650,AL049795.2
ENSG00000084652.16,chr1,32188980,TXLNA
ENSG00000160050.16,chr1,32203024,CCDC28B
ENSG00000224066.1,chr1,32205792,AL049795.1
ENSG00000160051.12,chr1,32207176,IQCC
ENSG00000222046.2,chr1,32212645,DCDC2B
ENSG00000160055.20,chr1,32218416,TMEM234
ENSG00000084623.12,chr1,32233237,EIF3I
ENSG00000220785.7,chr1,32236639,MTMR9LP
ENSG00000183615.6,chr1,32248039,FAM167B
ENSG00000182866.17,chr1,32268702,LCK
ENSG00000277617.1,chr1,32269468,Metazoa_SRP
ENSG00000252450.1,chr1,32286506,Y_RNA
ENSG00000116478.12,chr1,32312859,HDAC1
ENSG00000175130.7,chr1,32335036,MARCKSL1
ENSG00000233775.1,chr1,32349928,AL109945.1
ENSG00000162526.7,chr1,32357916,TSSK3
ENSG00000225828.1,chr1,32362774,FAM229A
ENSG00000160058.19,chr1,32379682,BSDC1
ENSG00000224333.1,chr1,32402612,GAPDHP20
ENSG00000270850.1,chr1,32422149,AL356986.1
ENSG00000229259.1,chr1,32425002,LRRC37A12P
ENSG00000263529.2,chr1,32457985,RN7SL122P
ENSG00000273274.2,chr1,32480879,ZBTB8B
ENSG00000254553.1,chr1,32532924,AL033529.1
ENSG00000160062.15,chr1,32572684,ZBTB8A
